path,sha256,bytes,status,owner,source_inputs,license,tool_version
.gitignore,c893c2eb13333341a65d2959b2c1c34825b83375e8ff8c09b0cf18f12edba41d,2636,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/CB/FJPG0Z8B1044LIO4J9W0JN.uasset,eff8af1869fedde2035b50d2fb42c4098db55ee88236cb9f295dcd5ead5cd285,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/CE/A9NLLBA8417KTZVRA4VUN3.uasset,8758b9368a54ee6cbd6085319d53ec802f0f7890d45abe47ad00718f0d2c054f,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/DP/NCBABXUF7LWA3LFE0Z05RF.uasset,fbdcb1f261277c39fa897efb7629ea1d89197fde7c1e2563b7b992702d85ec6e,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/GC/O5YYE4FN0DJMC6IOWZGJLN.uasset,9669cd18eff4b0e01b4f91287d493e0ca2b6c9f33e4878ad90803e686048556a,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/HU/K06PI96VXPPOP4NN0PM74C.uasset,01525b00933064ce7569d48f9ba4011b98cca3fac99bf13d284433d3eaf07be4,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/KK/CHG0G0CKZ744MLBBB0E0TM.uasset,4bf5d85271794f0e3e2d9dcd5c0033166665e1e925c7cb184224b8a3a8c0b3a1,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/KO/3HXR1843R0P9SLCMKV40G9.uasset,0d5bc0d36bc0107423d74da928962a263f1e9e57bdf2cebab05d1307c35f9170,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/M7/573IQJNL18SLPPA5U5SJKM.uasset,908f1dc7bc6314610e4e18fec591d1d3b9cf2c0c6d4894f3fcbe2a9f7273edfc,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/N1/6KMVR74QQSE606T7SS06M0.uasset,dcf0b88c8fdb4119bee443b9328175450a7b2eea8bb8c51dcc33c5617711299f,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/PL/PB8AO2U21V3287YT13MF93.uasset,b6b36b32b84534d0b4b07d38f13293a99890c34c2b1c661097e074d7c5ccea16,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/R8/HKUBNXTP94LC20HFTV6WI4.uasset,3b5195d56457aa4618758340f621bcb964a5df719d881650e9158d8778a18dd4,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/S4/F1BYAC0IKRV5E3XCBDS7VU.uasset,d826536faac311360f39e5edd4b83831f68f96d22befc469d583bb190c85172b,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/TA/A16UPRL05P623E38725UU3.uasset,e2e213774dc7c7f46495071549d1496ff8916665f8e3546edde5409b0a41c877,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/U0/PZLFWH1NVW80MUKCCA5KCU.uasset,2ed363fc2faeb193a86645dcaf0b42a163951a040ee23e54aa211c412ce6afae,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/V0/9Y3N5DFBX7UYS3VEVIHMWE.uasset,b4c503fff3de820fe7381b129cfb6cc52da827f4de409ec602acf62046f42a74,1279851,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/VT/Q70B2CGELJKMF9VRRJ8EF0.uasset,28f860b7d6eb72563972b48f1c9dbf775d643982a1db7dd64665ac05c9057817,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/W0/PZE6SHAYKSQJFML75QP68P.uasset,a05d7925159f0f58be750e5d606a40fa5ac0b219ff33bf288e9df0f918c3d17a,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/YB/VTLZ1SG2WVTK4D5FH2ERU5.uasset,2923714a6ed9376b543db0746f33c4f4acfd6412b543fac12eaa7dfe5bd9470f,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/7/ZO/CJI9OQXZP883I992GDVADB.uasset,b752779f6122065327d49f2198ba8861bbf9da81e83179300981a272a6e4f127,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/0B/Y364CRKK5JSV6EXTE03G96.uasset,677a76d490b857e7972ac740eaac463e65edc431bb68c6138359ede433d69e24,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/1V/VLLQ5E41G76KR2II1ZUKON.uasset,b947828632709a2395cf13755fda389fba0b5ca3ed58d1cdd0ae78fb9194e9f4,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/42/WL3VF380R8ZUVCUR0FN6PO.uasset,cc99647cd78e3ea864ec8235ac7b9709a919aa2f8bf461b6d401476843faf4fe,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/5C/ACCSRSG9AVQPCVQUBP7D84.uasset,a4771a457574fdb829a3ba712895304c9af87d3fee65d12878a9dbb607311e55,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/7K/NAK52UX50O8TCK42HAESET.uasset,8a540e7e4a965f6fb0975e24c3ca66a8f7dbe3259b278cd6539191a8df9b9d0d,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/7U/CJWKKRMLAFMUP9WIIJPW5Y.uasset,2b55f178d93848ad33b0855e4958d127fd94fb8b723045d366caea2e34cf6424,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/A7/QS2FBJ0UKUV3956R82TEM0.uasset,fdbba5d7c843de72e0ad11e4d3d2dbad467a627660f9fc07365e461d8d1567cd,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/A7/TQ5NMND98DNUSH471MK54O.uasset,22fd4a93f760afe9b174f2e265ed3810ceec2bbb276a910c457b1f8105beacd0,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/B6/GZNSAP4EW8N6FGO1915VAS.uasset,17c30cbb4a75d06bb555e4ad0309d4a8a37114f533c2ab9a0b17482b7cafb773,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/EB/8T2PHF4WYODYC35QYMIOR3.uasset,84909479c5cc43bf5f50dfa3c9459dec0ab703fbffaabcc235b2f4adc01d7e02,1255796,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/EX/KJ5L0FBWDUEH639W8MOKX9.uasset,acf767468a994274bdff415e5d7fd7c5cb3862b3935a0b5b757db381c527eb0c,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/I7/J1L9O7Y3LU90SRXT32ONK2.uasset,75b66fe3fd9a0414c72e17ed6fa065b6fb4b28390424f81ec5d72e9b6b45ce8d,1319352,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/ID/CYXN4746MIQ3AYURESLKHB.uasset,5a263a55e1f02714197a3c3bf2a5d7448251e022153672a69c13dc0e9ac2b17a,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/IH/GR1SJUW67NLPRPZSFDWJFX.uasset,79438285a0d4bfd230f17054c0dd27bbb121db10eb02aed09687cf1d0eb6bc0e,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/JZ/9MQPJZBJHH5A11KDYLC10H.uasset,4f9b5a6bc759b5fa5c4391282fc510f12d4f947a0fd00957e3e9ca313998a0b8,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/ND/5Y26LOJZFL4BL77RVKFMFI.uasset,f4e7360a5af1d593540da37d5fedae62c04551dcdb9f4256a11296335904a1ce,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/NR/7YRD7G60W3JTQWBOE702L7.uasset,102e5e6bcafc7586acc0f446aba9af1374c90b02bf624a614372c9634eae6cb1,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/NT/RQOGRG2IO7HKH66Y8FT8Y5.uasset,e8985624253ac414120909f5a59ae2e3ee8ad5240da48a201601c464da76d6c4,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/OQ/2X9ZYNAHO7GR594S2OE9VL.uasset,5b4eafe6e287492229e9a89c083d9cbef3a1a3de295716696ea3664c3df28d7f,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/R9/4LE8PAKB4ERW9RJ3M8EUZ7.uasset,c6f334f8a6fd272a5db96a56784278b63284618ef611afc401e259c7a25ffefa,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/TR/73XE80RO40QWIVD4OHNMUV.uasset,324d3444c3ba3522c811f0627ffa713e9eb9769dc518ee81e3f653977e195297,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/UQ/6ZVTBBMLPANWE2WYN1QCTB.uasset,31bfcee863f502336ba940bf2defee149365ef84ef9cc7a5e4fc39003c0b7a8a,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/WQ/SWRK5YWXITQ6M0CGW0QCJZ.uasset,52055ebb5a9b454ea9a47eaf284d456b5de7f1352e7cd634f62f378eb704b467,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/8/YM/7Y2VRFFWAO3RI7IM2PNJW7.uasset,f9fccd52be45286928da7412fec796f3ad38667ae817c0da637fa1fe5d1bf37b,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/3D/MI07EQP74465Z33RVWWARQ.uasset,6820eb3761482084380d24e7b020ad636a1be824e3e129b16b7db622e06b1acd,4436,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/54/RDNA9WG0L3E2GAJDNS0868.uasset,2767b1f26902b6886502a0631befcf26dea7f069c5d26523ab1b6e3be9f476dc,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/5I/5B0KQV5S9Q7VH8NM9VNWWQ.uasset,28671479c4be571594888eb6c9b18840b106dbf4697b5b6ebf1835e631962d5c,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/66/47Q01P540UDJCMIUE6RZQA.uasset,10f00b89ad3223a409a8be3df93f94ceebc5e2d059123e298a24210cfb47c7f8,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/6D/AECRFBBKHCQ4JPD3X6057Q.uasset,a901b65279d41fdc0033ef0d08c5d167dfac3303365735f1aa29895d3415c6a3,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/6H/8FLLTI83M7TX5AHDL7A3O7.uasset,6842b94bfec80f9b3485b28aba4790ae3b1646bd95b0860ce4f718626548687f,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/8H/QJG4QTEPPVHIWZB26CS34U.uasset,fb11ef5da70020a079150df857e9a1664a317f2efe258403fa6d9aeeb4c8ccd1,4432,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/8Z/7CDAGH2IMVC5AC18V4MZVN.uasset,71e86a468492f0c4249a7724fb4382cd755fc22072618fb0b4e42719a0ca5db7,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/9C/ID7WL97PWYJ2LZYNLJ1G0G.uasset,ea23fea692f35b739fde1809e47938852c6dd5b082d7e16f55648924aeb9de77,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/9Y/F136LY10QAF9SPTGM5HO15.uasset,567450d72b283781209a627573f220a4c78846d4ada9edf5cb0fc044763504e9,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/BQ/JAUI8FTC21ZO81P6F3PCT6.uasset,a3341be576ff7136501d183f83c2a12194214f50dff837a95495c0ed15667b32,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/BZ/YLWIZR3S27VYTHDYVDQOGK.uasset,7eb1b95a555a55733478cd414e12c31d9dd8b0af4fca0a8d16850174a2047ef7,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
Content/__ExternalActors__/Canton/Provisional/Maps/L_Canton_WalledCity_PROVISIONAL/9/CH/K9SKCVVO3E9MO1YHQNZVZV.uasset,9455b9c6999870b18a3b47dea57fdae469d0eec79faadef0f12076c6508127f7,4434,Provisional technical; historical acceptance excluded,AuraProj terrain,ELEV-002; MAP-001; OSM-001; prototype contract; repository tooling,Project-authored; DTM CC BY 4.0; map public domain; OSM-derived overlay ODbL,UE 5.5.4 CL 40574608; pinned terrain Python environment
